title;genres;keywords;popularity;average_vote;num_votes
Never So Few;action, drama, war;world war ii, burma;2.424056;6.1;19.0
Compared To What: The Improbable Journey Of Barney Frank;documentary;woman director;0.15905;0.0;0.0
How Not to Work & Claim Benefits... (and Other Useful Information for Wasters);drama, comedy;british, drama, comedy;0.041217000000000004;0.0;0.0
Apprentice;drama;hangman;2.019501;8.1;14.0
War Machine;comedy, drama, war;journalist, based on novel, afghanistan, exposé, satirical, fictionalized history, u.s. general, born leader, charismatic, nato forces;10.282732000000001;5.8;243.0
Anjelah Johnson: The Homecoming Show;comedy;stand-up comedy;0.05243300000000001;4.0;1.0
Hangar 10;thriller, horror, science fiction;found footage;1.948145;4.4;35.0
III;thriller, drama, horror;thriller, epidemia;0.541651;5.7;12.0
Becoming Bond;documentary, comedy;biography;1.053472;7.1;10.0
Pretty as a Picture: The Art of David Lynch;documentary;surreal, drama, surrealism, filmmaker;0.241231;7.4;8.0
The Prisoner of Second Avenue;comedy;neighbor, nervous breakdown, apartment, unemployment;2.0895349999999997;6.0;11.0
The Clown Murders;drama, mystery, thriller;kidnapping, joke, halloween, practical joke, killer clown, evil clown, canuxploitation;2.8999999999999997e-05;0.0;0.0
Vir Das: Abroad Understanding;comedy;stand-up comedy;0.7420939999999999;7.0;5.0
Norm Macdonald: Hitler's Dog, Gossip & Trickery;comedy;stand-up comedy;0.778068;7.3;9.0
Best Worst Thing That Ever Could Have Happened...;documentary;music;0.366915;6.0;1.0
Red Sun;action, western;samurai, arizona, sword, spaghetti western;5.660214;6.9;41.0
El Crack;crime, drama, thriller;madrid, prostitution, private detective, neo-noir;0.4351;6.1;4.0
Wakefield;drama;nervous breakdown, attic, woman director;6.835437;6.3;57.0
The Wedding Plan;comedy, romance;woman director;1.235839;6.0;6.0
Red Nose Day Actually;tv movie, comedy, romance;time, sequel, love, romantic comedy;5.753444;7.7;29.0
Whitney: Can I Be Me;music, documentary;career, biography, music, addiction, documentary, drug, family, reference to whitney houston;3.250568;6.1;57.0
Valerian and the City of a Thousand Planets;adventure, science fiction, action;shapeshifting, future, utopia, space travel, diversity, based on comic, alien, alien planet, independent film, energy, alien abduction, genocide, parallel world, political intrigue , pacifist, space opera, military, government agent, marketplace, trapped in space, federal government, unity, cosmopolis;15.262706;6.7;905.0
The Mad Scientist;action, animation;dc comics, based on comic, super powers, superhuman strength;0.330478;7.3;7.0
Lensman;animation, action, science fiction;outer space, suicide mission, reptilian, crystal, slave labor;0.401054;6.8;4.0
A2 Racer;action;car race, highway, police, raser, stolen cars;2.686788;4.3;13.0
Long Strange Trip;music, documentary;miniseries, psychedelic rock;0.6176550000000001;10.0;1.0
Shadow World;documentary;corruption, war documentary, political documentary;0.356383;8.3;4.0
Warning: This Drug May Kill You;tv movie, documentary;prescription drug abuse;0.526562;7.0;3.0
The Mars Generation;documentary;kids;0.774638;7.5;10.0
The Northlander;adventure, fantasy, science fiction;future, survivor, vision, trap, journey, hostile, matriarch, aboriginal mythology, nomadic band, heretic;1.062709;5.3;3.0
Requiem;action, horror, thriller;monk, monastery;1.2860049999999998;5.0;2.0
Willy The Sparrow;family, animation;hungary, bird, kids and family, animation, sparrow, hungarian, turns into animal;0.558829;5.3;5.0
The Toth Family;drama, war, comedy;hungary, fascism, world war ii, guest, major, military officer, family, oppression;0.199328;5.9;4.0
Cat City;animation, family;cat, talking animal, cartoon cat, adult animation;1.83837;8.0;20.0
Abraxas, Guardian of the Universe;adventure, science fiction, action;new york, wormhole, police, stripper, alien, canuxploitation;0.59923;4.0;7.0
Travels of an Ant;animation;ant, insects;0.013026;9.0;4.0
The Black Raven;mystery;old dark house;0.43483999999999995;5.3;4.0
Sharpe's Rifles;action, adventure, history, war;napoleonic wars;1.591882;5.6;27.0
Picture of Light;documentary;canada, winter, snow, northern lights;0.142515;6.4;4.0
What on Earth!;animation;mars, car;0.10636099999999998;6.5;2.0
Wedding in Galilee;drama, romance;israel, palestine, wedding;0.000308;5.5;4.0
Jimi Hendrix: Electric Church;music, documentary;music, documentary, reference to jimi hendrix;0.41538;7.2;3.0
Loev;drama, romance;gay, bombay india, friendship, visit;1.816328;5.4;19.0
The Pass;drama;gay, homophobia, professional soccer player, homosexuality, based on play or musical, gay interest, in the closet, soccer, gay man, homophobe, lgbt, homophobic;6.710178999999999;7.2;23.0
Texas Rising;drama, tv movie, western;miniseries;0.895272;5.6;5.0
Home of the Brave;music;woman director;0.022844999999999997;7.5;3.0
Radiant City;documentary;vororte, urban life, suburbia, urban sprawl;0.06217999999999999;7.0;1.0
Hasan Minhaj: Homecoming King;comedy;childhood memory, high school, stand-up comedy, stand-up comedian, immigrant experience;1.531309;8.1;22.0
Perhaps Love;drama, music, romance;love triangle, underwater scene, screening room, cocktail party;2.180285;7.0;19.0
Jeremiah Tower: The Last Magnificent;documentary;woman director;0.32665500000000003;0.0;0.0
Fedora;drama, romance;hollywood, actor, down on his luck;1.935843;6.1;20.0
Bloody Psycho;horror;murder, slasher, ghost, extrasensory perception;0.008903;0.0;0.0
The Night Before the Exams;comedy;new love, final exam;4.250923;6.3;215.0
Intimate Parts;drama, romance;woman director;2.2638529999999997;4.5;6.0
The Yellow Eyes of Crocodiles;drama;woman director;9.203353;6.1;67.0
The Black Hen;drama;drama;0.392167;5.0;2.0
Among the Believers;documentary;woman director;0.487041;7.0;5.0
Behemoth;documentary;china, pollution, coal, industrialisation;1.269798;8.5;10.0
The Last Day of Summer;drama, romance;airplane, decision, falling in love, seaside, mature woman;0.15018;6.3;4.0
Sarah Silverman: A Speck of Dust;comedy;stand-up comedy;0.828399;7.7;11.0
Yarn;animation, documentary;creativity, woman director;0.067624;0.0;0.0
Taekwondo;drama, romance;gay, homosexuality, gay relationship, gay interest, in the closet, gay man, homoeroticism, lgbt, erotica;2.373999;7.8;16.0
The Boss's Daughter;comedy, drama, romance;drama, comedia romant;2.348352;5.4;23.0
Allen Iverson: The Answer;documentary, tv movie;nba;0.147584;9.0;1.0
Negociador;comedy;political negotiations, friendship, basque country , parody, eta, misunderstanding, terrorism, based on true events;0.57353;6.6;7.0
Breakdown Lane;drama, horror, thriller;infection, undead, survival, zombie, desert, suv, zombie apocalypse, coyote, dehydration;0.957068;4.0;8.0
Rock'n Roll;comedy, music;midlife crisis, plastic surgery, director, couple, producer, actress, actor, self parody, actor playing himself;6.677459;5.4;194.0
Black Butterfly;thriller;screenplay, isolation, remake, drifter, writer, renovation, confinement, murders, abduction;20.058633;6.5;93.0
I Am Jane Doe;crime, documentary;child sex trade, legal system, child sex trafficking, section 230;1.833216;6.7;10.0
Girls Nite Out;horror;college, scavenger hunt;0.9594809999999999;4.7;3.0
Held For Ransom;crime;ransom, kidnapping, police;0.001684;0.0;0.0
Home Sweet Home;horror, thriller;gun, sword, mask, murder, gore, serial killer, masked killer, home invasion, cell phone, hand;2.295958;4.9;14.0
Nemesis;science fiction, thriller;cyborg;11.483130000000001;5.3;40.0
Skinhead Attitude;documentary, foreign;skinhead, renee, ska, youth culture;0.160726;8.0;2.0
The Sannikov Land;fantasy, adventure;geography, ethnographical;1.7350029999999999;6.9;7.0
The Goddess;drama;woman director;0.810164;4.1;5.0
Star Command;drama, science fiction, thriller;space mission, mass extinction, space invaders;0.506128;4.3;4.0
The Worst of Faces of Death;horror, documentary;compilation;0.044306;0.0;0.0
The Twelve Chairs;comedy;socialism, cultural revolution, chair;1.273735;6.5;2.0
Virgin Report;comedy, drama, horror;erotic movie, erotic 70s;0.34271599999999997;4.0;1.0
They Are Among Us;horror, science fiction, thriller, tv movie;alien monster;0.5258;4.5;4.0
Spermula;science fiction, horror;sex, nudity, art house, erotic movie, foreign;3.494968;5.5;4.0
The Fruit Is Ripe;comedy, romance;erotic movie;1.512118;5.7;9.0
Schoolgirl Report Part 1: What Parents Don't Think Is Possible;drama;erotic movie;1.7004580000000002;4.6;7.0
Black Magic M-66;action, animation, science fiction;android;1.448415;7.0;4.0
Dr. Alien;comedy, science fiction;sex, alien;0.42678900000000003;6.1;6.0
2012 Doomsday;adventure, action, fantasy, horror, science fiction, thriller;dystopia;2.3780200000000002;2.3;32.0
The Voyeur;drama, romance;italy, male nudity, female nudity, sexual obsession, father son relationship, sex, adultery, based on novel, jealousy, infidelity, classroom, obsession, dream, nudity, seduction, professor for literature, kiss, blonde, sexual fantasy, sexploitation, teacher, sexual humor, cheating wife, unfaithfulness, public sex, sexual tension, student, photograph, university, lust, sex talk, masturbation, desire, extramarital affair, sensuality, sexual desire, cult director, softcore, trophy wife, director cameo, joy, exhibitionism, bisexual woman, flashback, oedipus complex, erotic movie, erotic fantasy, college student, exhibitionist, college professor, university professor;7.488283;4.1;54.0
The Chronicles of Riddick: Dark Fury;action, animation, science fiction, thriller;space marine, mercenary, danger of life, dystopia;1.628881;5.9;157.0
She;action, adventure, fantasy;based on novel, bondage, brother sister relationship, swordplay, mutant, warrior woman, post-apocalyptic, rescue, wasteland, torture chamber, rescue mission;0.767505;5.2;11.0
Manitou's Shoe;comedy, western;indian territory, apache, parody, native american;6.009793;6.7;145.0
Appleseed: Ex Machina;animation, action, thriller, science fiction;cyborg, terrorist, future, manga, mecha, cyberpunk;5.889896;6.6;79.0
The Dark Side of The Moon;horror, action, thriller, science fiction;space marine, sattelite;1.576967;4.7;11.0
My Seawoman;comedy;entertainer, russia, musical, talent show, aspiring singer, summer vacation, talent contest, crimea;0.012313;2.8;3.0
The Marriage of Balzaminov;comedy;marriage, based on play or musical;1.0266440000000001;6.9;5.0
The Life Of Buddha;history, documentary, animation, drama;buddhism, religious education, buddha, religion;0.146255;5.3;2.0
The Bonus;drama, foreign, tv movie;industry, business ethics, crew, blue collar, business, construction;0.691569;3.7;3.0
The Invisible Man;drama, science fiction;based on novel;0.077218;5.0;1.0
Three Poplars on Plyuschikha Street;drama, romance;woman director;0.795092;7.6;10.0
The Tracker;action;martial arts, kung fu, ex-lover, chinese mafia, russian mafia, shootout, gunfight, gangster, hand to hand combat;0.350197;6.0;2.0
One Way;crime, foreign, mystery, thriller;male nudity, rape, commercial, advertising expert, revenge, non statutory female on male rape, independent film, rapist, male rape, false alibi, gang rape attempt;2.306467;4.9;12.0
A Bell From Hell;foreign, horror;asylum, aunt, revenge, inheritance;1.1232959999999999;6.6;8.0
Dumb: The Story of Big Brother Magazine;documentary;skateboarding;0.444744;6.0;1.0
Parsifal;drama, music;opera;0.165026;8.3;3.0
The Glass Cell;drama, crime;release from prison;0.002841;5.0;1.0
Anna Karenina;drama, romance;based on novel, russia, romance;0.6031489999999999;5.3;6.0
The Promise;crime, documentary;prisoner, reenactment, life sentence;1.340429;4.5;3.0
The Farthest;documentary;woman director;1.1965290000000002;8.3;6.0
A Tale of Legendary Libido;comedy, fantasy, drama;sex, legend;1.199077;6.2;13.0
A Stork's Journey;adventure, animation;bird;9.459123;5.1;11.0
Hunter Will Get You;crime, action, thriller;france, bounty, government, drug;1.3750069999999999;6.4;14.0
Nobody Wanted to Die;drama;village, lithuania;0.9245530000000001;5.8;4.0
Up in the World;comedy;window cleaner;0.926374;6.5;5.0
You'll Never Be Alone;crime, drama;gay, homophobia, bullying, homosexuality, gay relationship, gay interest, gay bashing, gay son, gay sex, gay man, gay club, homophobe, homoeroticism, lgbt, lgbt teen, gang violence, homophobic;0.714494;7.6;11.0
The Journey;drama;british politics;0.8592770000000001;7.4;5.0
Kommunist;drama;communism, russian civil war;0.38660300000000003;6.7;3.0
The Dancer;drama;woman director;7.7006190000000005;6.3;66.0
30 Years to Life;science fiction, thriller;dystopia;0.039591;5.0;1.0
Blood Freak;science fiction, horror;lsd, biker, turkey farm;0.170058;2.1;8.0
Tale of the Siberian Land;drama, romance;musical;0.001307;0.0;0.0
Tiger Shark;drama, romance;shipwreck, fisherman, tuna;1.350072;7.8;3.0
The Whiskered Nanny;family, comedy;musical;0.056978999999999995;8.5;2.0
Carnival;comedy, drama, romance;woman director;1.425654;8.3;4.0
"Don't call him ""Dimon""";mystery, documentary;расследование;0.35196900000000003;7.5;6.0
Brain on Fire;drama;biography, based on true story, hospital, doctor, writer, new york city, newspaper reporter, catatonia, medical drama, seizure, misdiagnosis, human brain;4.341687;8.0;41.0
The Cavern;adventure, war, drama;italy, world war ii, trapped underground;0.195455;0.0;0.0
Fanaa;action, drama, romance, thriller;blindness and impaired vision, new delhi india, musical, tourist guide, kashmir conflict;3.003526;6.7;53.0
Lucid Dream;science fiction, thriller;child kidnapping;1.7488380000000001;6.8;27.0
Drone;thriller;pakistani, drone, confrontation, private contractor, covert missions, suburban mediocrity, family life, whistle-blowing site;8.413333999999999;5.7;55.0
Dragonheart: Battle for the Heartfire;adventure;dragons;7.794894;5.7;25.0
The Straw Hat;comedy;musical;0.02696;6.3;5.0
Tourist Trap;horror, mystery, thriller;mask, museum, mannequin, cult, psychopath, friends, murder, blood, slasher, teenager, demon, powers, telekinetic, wax;3.4148389999999997;6.3;59.0
Amor.com;romance;brazilian;1.957136;6.8;17.0
Sinbad il marinaio;adventure;sinbad;1.8469119999999999;5.4;6.0
The Night Before Christmas;animation, fantasy;woman director;0.090544;0.0;0.0
That Thing Called Tadhana;romance;philippines, destiny, pinoy;0.45313100000000006;6.5;4.0
I'll Take You There;comedy, romance, drama;woman director;0.05342;6.0;1.0
Gulliver's Travels;adventure, family, fantasy;horse, fairy tale, miniseries, giant;2.4896599999999998;6.9;35.0
AWOL;drama;based on short film, extramarital affair, first love, lgbt, u.s. military, woman director, older woman younger woman relationship;2.146718;5.3;3.0
How to Lose Weight in 4 Easy Steps!;drama;break-up, losing weight;0.098052;7.0;1.0
Black Night;drama;black;0.8314870000000001;7.7;6.0
The Dog in the Manger;comedy;musical;0.382529;5.8;3.0
Extraordinary Mission;action, crime, thriller;undercover, drug cartel, triads;2.552316;8.7;3.0
Playing Cards;documentary;poker, camping, garden, remake, cigarette smoking, drink, silent film, playing cards, everyday life, 19th century;0.325712;4.7;9.0
Center of My World;drama, family;german, coming of age, lgbt;3.656889;7.7;35.0
I Know a Woman Like That;documentary;woman director;0.025577000000000003;0.0;0.0
It's Not the Time of My Life;comedy, drama;low-budget, family relationships;0.12749000000000002;4.0;2.0
A Terrible Night;comedy, horror;camping, bedroom, bed, broom, giant spider, silent film, inn, giant insect, insects, 19th century, chamber pot;1.017971;6.2;13.0
South Of Pico;drama;independent film;0.014622999999999999;0.0;0.0
What Happened to Monday;science fiction, thriller;chase, false identity, overpopulation, investigation, betrayal, conspiracy, execution, dystopic future, population control, septuplets;60.581223;7.3;598.0
Malcolm X;documentary;malcolm x;0.103144;7.5;2.0
Tokyo Ghoul;action, drama, horror, thriller;based on manga;0.802191;10.0;1.0
On Body and Soul;drama, romance;slaughterhouse, dream interpretation, dream sequence, physically handicapped, betrayal by friend, fear of contact, ability to remember everything;1.7373419999999997;7.7;6.0
Atomic Blonde;action, thriller;berlin, spy, undercover, cold war, double agent, undercover agent, based on comic, murder, mi6, murder investigation;14.455104;6.1;748.0
Duck Dodgers in the 24½th Century;animation, comedy, science fiction;space, porky pig, daffy duck, marvin the martian;1.859834;7.7;36.0
The Great Piggy Bank Robbery;animation, comedy, family;parody, porky pig, daffy duck;0.523463;6.9;11.0
Bully for Bugs;animation;bullfight, bugs bunny, looney tunes;2.2389919999999996;7.1;14.0
Ali Baba Bunny;animation, family, comedy;bugs bunny, desert, daffy duck;0.809105;6.7;11.0
Empties;comedy;supermarket, unexpected happiness, bicycle, retiree, teacher, church, colleague;1.697787;7.3;17.0
Sanctuary;drama;boy, coming of age, incest overtones, mother son relationship, based on true events, school for delinquent boys, mother son french kiss, stepfather, borstal, youth correctional facility;1.588444;7.3;19.0
The Actors;comedy;theatre play, debt collector, debt, disguise;0.921539;6.7;9.0
Where the Green Ants Dream;drama;dream, mythology, wilderness, legend, mining, court trial;0.651787;7.1;10.0
God of War;action, history;kingdom, war, pirate;4.85639;5.0;10.0
The Haunted Castle;horror;french, horror, silent film, ghost, georges melies;0.791909;5.6;10.0
Moving Day;animation;mickey mouse, disney short, donald duck, pegleg pete, goofy;4.938758999999999;5.6;7.0
The Surrender of Tournavos;action, war, drama, history;silent film, short;0.471325;4.6;5.0
Dark Harbor;thriller, drama;kitchen;0.694388;4.6;9.0
Labyrinth;crime, drama, mystery, thriller;intellectual, murder, psychologist, patient, guilty, dice;1.743593;7.0;13.0
Aaron's Blood;drama, horror, mystery, thriller;vampire, fatherhood;0.41012200000000004;4.8;6.0
Alexander Graham Bell: The Sound and the Silence;history, drama;inventor, alexander graham bell;0.240517;5.0;1.0
New Trial;drama;drama, based on true story, trial, crime, court trial;1.9564759999999999;6.9;4.0
The Exception;drama;spy, based on novel, resistance, dutch, german, world war i, investigation, love, holland, jewish, nazi;6.472434;6.5;31.0
The Everyday;documentary;making of;0.010588;0.0;0.0
Out of Time;action, comedy;time travel, science fiction;0.021309;0.0;0.0
The Bewitched Inn;fantasy;french, horror, comedy, silent film, georges melies;0.23531300000000002;6.2;9.0
Patchwork;horror, comedy;revenge, reference to frankenstein;6.588978999999999;6.2;13.0
BoJack Horseman Christmas Special: Sabrina's Christmas Wish;comedy, tv movie;holiday special;0.672944;6.6;9.0
Panorama pris d'un train en marche;documentary;silent film;0.17938199999999999;4.4;5.0
La buena nueva;drama;woman director;0.307388;6.0;1.0
Goon: Last of the Enforcers;comedy;ice hockey;6.365691;6.0;35.0
Photographer;comedy, drama;based on true story, photo, woman director;1.060042;4.3;3.0
Black Mirror: White Christmas;drama, horror, mystery, science fiction, thriller, tv movie;artificial intelligence, confession, technology, murder, justice, tv episode;24.910782;8.3;211.0
Dunkirk;action, drama, history, thriller, war;france, beach, world war ii, evacuation, german, pilot, british army, royal navy, royal air force, private, allied forces, dunkirk;30.938854;7.5;2712.0
Herakles;documentary;car race, war, bodybuilder;0.319229;6.1;9.0
Last Words;documentary;greece, crete, kos;0.792956;5.0;9.0
Precautions Against Fanatics;comedy;mockumentary;0.5676439999999999;5.4;10.0
Handicapped Future;documentary;bodily disabled person, disabled child;0.488379;7.6;5.0
No One Will Play with Me;drama;bullying, school, educational;0.568394;6.3;6.0
Fast and Furry-Ous;animation;wile e. coyote, road runner the character;0.850109;7.0;15.0
Feed the Kitty;animation, family, comedy;dog, kitten;1.267325;7.2;25.0
Operation: Rabbit;animation;bugs bunny, looney tunes, wile e. coyote;0.288558;7.5;6.0
Devil May Hare;animation, family, comedy;bugs bunny, tasmanian devil;0.5413140000000001;6.1;7.0
What Happened on Twenty-Third Street, New York City;documentary, comedy;silent film, candid camera;0.916587;5.7;10.0
Grandma's Reading Glass;drama;silent film;0.471404;6.5;13.0
Let Me Dream Again;romance, comedy;marriage, drinking, silent film, dream sequence, flirting;0.46265100000000003;6.0;5.0
Bairavaa;action;loan officer, mass hero;1.459459;6.5;12.0
Jupiter's Thunderballs;comedy, fantasy;greek mythology, zeus, gods, greek god;0.26208000000000004;4.8;4.0
Belladonna of Sadness;animation, drama, fantasy, music;pact with the devil, unique visuals, loss of innocence;1.7977560000000001;7.4;27.0
The Roller Skate Craze;comedy;silent film, rollerskating;0.036470999999999996;7.0;1.0
Gymkata;action, drama;kung fu, karate, asian, gymnast;1.542843;4.7;14.0
Bluebeard;drama, horror, fantasy;silent film, based on fairy tale, trick film;0.6804479999999999;6.4;11.0
Faust et Méphistophélès;fantasy, horror;based on play or musical, silent film, woman director, trick film;0.118942;5.0;3.0
The Infernal Caldron;fantasy, horror;hell, silent film;0.26272399999999996;6.5;12.0
The Monster;fantasy, horror;skeleton, ancient egypt;0.208779;6.4;11.0
Apparitions;comedy, fantasy;old man, inn, ghost;0.353632;4.4;5.0
Extraordinary Illusions;comedy;illusionist;0.141611;4.8;4.0
The Kingdom of Fairies;adventure, fantasy;fairy, fairy tale, silent film, short;0.929242;6.1;13.0
The Magic Lantern;fantasy;silent film, trick film;0.8717600000000001;5.4;8.0
The Merry Frolics of Satan;comedy, fantasy, horror;hell, devil, silent film, colorized, trick film;0.285283;6.6;8.0
The Keepers;crime, documentary, drama;miniseries;1.57617;7.9;16.0
The Red Spectre;fantasy, horror;devil, silent film, trick film;0.209485;6.5;6.0
The Dancing Pig;comedy;silent film, short;0.697911;6.5;11.0
Diabolical Pickpocket;comedy, fantasy, crime;silent film, trick film;0.280909;6.5;2.0
The '?' Motorist;science fiction, fantasy, comedy;silent film;0.398256;6.8;10.0
Easter Eggs;fantasy;dancer, baby, magic, eggs, silent film, easter eggs;0.220818;5.0;2.0
The Sealed Room;drama, horror;based on novel, infidelity, castle, count, countess, silent film;0.22511;3.7;3.0
A Corner in Wheat;drama;silent film, short;0.61161;6.5;17.0
Farmer Al Falfa Sees New York;animation;short;0.0026379999999999997;0.0;0.0
Princes of the Yen;documentary;japan, economy, banking, economics, economic problems;0.337719;9.0;1.0
A Little Princess;drama, family;miniseries;0.001021;6.6;7.0
Don't Let Me Drown;drama, romance;independent film;0.37140700000000004;6.0;1.0
New York Subway;documentary;new york, subway, silent film, subway train;0.211362;5.6;7.0
Humorous Phases of Funny Faces;comedy, animation;silent film, blackboard;0.664213;5.6;12.0
The 'Teddy' Bears;comedy, fantasy;silent film;0.421469;5.2;6.0
An Awful Symphony;music, comedy, fantasy;silent film, trick film;0.11558900000000001;5.5;2.0
Brains Repaired;fantasy, comedy;silent film, psychiatry, part animation, trepanation;0.001837;0.0;0.0
The Dentures;comedy;silent film, dentures;0.21491500000000002;5.0;6.0
Her Crowning Glory;comedy;nurse, baby, silent film, short;0.43453400000000003;6.3;4.0
In the Border States;drama, war;american civil war;0.151147;5.3;3.0
The Delicious Little Devil;comedy, drama;roadhouse, hat check girl;0.07938400000000001;5.0;1.0
Stop Thief!;crime, comedy;silent film;0.113326;4.7;3.0
Heidi;horror;haunting, high school friends, doll, attic, found footage, supernatural power;0.784375;6.3;4.0
UFO Abduction;horror, science fiction, thriller;alien, mockumentary, found footage;0.00022;6.7;6.0
Once Upon a Time in Venice;action, comedy, thriller;cops, gang, private investigator;18.699821;5.2;119.0
Resurrecting Hassan;documentary;montreal, grief, family, blind, disability, human interest;1.319057;0.0;0.0
Nightmare at Noon;action, horror, thriller;helicopter, sheriff, experiment, water, water supply, violence;0.0008439999999999999;6.3;4.0
Der große Bagarozy;drama;lie, fantasy, sexappeal, murder, sexual attraction, devil, psychiatrist;0.468805;5.5;4.0
An Inconvenient Sequel: Truth to Power;documentary;climate change, global warming, ecology, environmentalism;2.53117;5.9;9.0
PsyWar: The real battlefield is your mind;documentary;manipulation of the media, freedom of the press, mind control;0.147094;6.6;4.0
My New Partner;comedy;paris, corruption, retirement, police, colleague;1.904295;6.5;40.0
Rakka;action, science fiction;digital film, film, short, experimental;2.569474;7.4;44.0
Pharaoh;history;insurrection, pharao;0.739512;6.8;9.0
Agent F.O.X.;animation;spy, fox;0.450671;5.0;5.0
Jawbone;action, drama;sport, boxing;3.0685540000000002;6.6;19.0
Orange Sunshine;documentary;lsd;0.43505299999999997;7.3;3.0
The Invoking 2;horror;anthology;1.434069;3.4;8.0
American Wrestler: The Wizard;drama;hostility, sport, iran, teenage boy, 1980s, inspired by true events, wrestling team;2.4738;7.8;6.0
Blood Hook;comedy, horror;fishing, horror, slasher;0.111017;5.0;3.0
The Void;fantasy, horror, thriller, science fiction;dystopia, anthology, suspense;0.14341600000000002;4.0;1.0
Hitchcocked!;documentary;film director, hollywood;0.017893;0.0;0.0
Flaming Frontier;adventure, western;horse, apache, indian chief;1.7201549999999999;5.5;16.0
Altitude;action, thriller;suspense;11.032058000000001;4.1;27.0
The Dark Below;thriller;ice, water, woman;0.7348520000000001;4.7;3.0
101 Rent Boys;documentary;hustler;0.084178;7.0;2.0
Unedited Footage of a Bear;thriller, horror;bear;0.202749;6.0;4.0
Strong Island;documentary;murder;1.062246;4.3;4.0
This House Has People in It;comedy, horror;surveillance, found footage;0.22073;4.3;3.0
Don't Hug Me, I'm Scared;horror, fantasy, animation;rain, cloud, creativity, green, horror, satire, puppetry, surrealist, woman director, arts and crafts, puppet film, absurdist, short;1.260183;7.5;14.0
Don't Hug Me, I'm Scared II: Time;horror;time, horror, surrealist, woman director, puppet film, absurdist, short;0.34628000000000003;7.0;7.0
Don't Hug Me I'm Scared 5;horror;puppet, horror, surrealist, woman director, absurdist;0.40566399999999997;6.6;8.0
Cream;animation, comedy, science fiction;satire, short, cream;0.589312;7.0;3.0
Orbiter 9;drama, science fiction, romance;thriller;9.677000999999999;5.5;24.0
Scandalous John;western, comedy, drama, family;ranch, rancher;0.002064;0.0;0.0
Yu-Gi-Oh!: The Dark Side of Dimensions;adventure, animation;anime, yu-gi-oh!;3.2357400000000003;6.8;29.0
Bedevil;horror;woman director;0.036886;5.0;1.0
Havenhurst;horror, mystery, thriller;murder, serial killer, girl, woman, apartment building, apartment, evil, murder castle;2.767271;5.3;22.0
Why, Charlie Brown, Why?;family, animation, comedy, drama;leukemia, cancer, school, hospital, chemotherapy;0.136961;6.0;4.0
Frosty's Winter Wonderland;animation;holiday, snowman;0.731525;7.4;11.0
Mickey's House of Villains;animation, family;mickey mouse, wretch;4.920173999999999;6.4;39.0
Air Bud: Spikes Back;comedy, family;beach, sports car, volleyball, dog;1.7578509999999998;4.7;25.0
Air Bud 3: World Pup;comedy, drama, family;sport, dog;7.584444;4.5;35.0
Tarzan & Jane;animation, family;tarzan;6.237055000000001;5.4;108.0
Pokémon: Destiny Deoxys;adventure, animation, family, fantasy;pokémon, pocket monsters;6.4218660000000005;6.0;57.0
The Christmas Tree;animation, family;children, holiday season, christmas, holidays;0.020664;3.6;4.0
Obsession;comedy;exam, student, short;0.338256;9.0;1.0
Disturbing the Peace;documentary;israel, palestine, protest, peace work, war;0.074699;8.0;1.0
Mr Perfect;romance, comedy, foreign;love;0.231904;4.9;6.0
Abacus: Small Enough to Jail;documentary;bank;0.7592800000000001;8.5;2.0
Scusate il ritardo;comedy;naples;0.812045;7.7;21.0
Mindfulness and Murder;drama;buddhist monk, amateur detective, murder;0.079324;5.5;2.0
Transformers: The Last Knight;action, science fiction, thriller, adventure;knight, transformers;39.186819;6.2;1440.0
Porn in the Hood;comedy;pornography, celibacy, sexual fantasy, hood, porn producer;9.754955;5.4;92.0
Aroused;documentary;pornography, interview, biography, photography, porno star, fashion, woman director;2.3583380000000003;7.2;11.0
Six Degrees of Celebration 1914;comedy;new year;1.361724;3.8;4.0
The Ghost;drama, thriller;woman director;1.716775;5.9;7.0
Six Degrees of Celebration 3;comedy;new year;1.062573;6.3;11.0
At the Ends of the Earth;animation, comedy;short;0.474312;7.2;11.0
Gagarin;animation;bug;0.524237;6.7;7.0
An Alternative Reality: The Football Manager Documentary;documentary;video game, american football;0.29281;6.5;2.0
Becoming Cary Grant;documentary;from rags to riches, hollywood, old hollywood;0.150702;8.0;1.0
Churchill;drama, thriller, war;world war ii, biography, d-day, 1940s;7.157310000000001;6.4;30.0
Cave;adventure, thriller;love triangle, diving, female nudity, sex, norway, river, cave, nudity, canoe, psychopath, murder, suspense, scuba diving, masturbation, cave in, spelunking, abyss, uncharted, outhouse;2.135377;4.2;20.0
Bullets Over Summer;crime, action, thriller;undercover cop, surveillance, apartment, triads;0.16452999999999998;6.7;3.0
Ecstasy;romance, comedy, crime;scotland, ecstasy, edinburgh, rave, debt, drug smuggling, clubber, club scene;0.591078;4.9;12.0
Tubelight;drama, history, war;history;3.471681;6.4;20.0
Hampstead;romance, comedy;london england, snob, wilderness, widow, friendship, romantic comedy, romance, britain, widower, senior citizen, greedy developer, land developer;3.105815;7.3;9.0
Votez Bougon;comedy;white trash, quebec, politics, based on tv series;0.517392;4.0;5.0
Curtain;horror, mystery, science fiction;suicide, bathroom, shower, uncle, portal, murder, creature, violence, apartment, whales;0.936197;5.4;8.0
1 Night;drama, romance;relationship problems, photography, love, ensemble cast, prom night;2.491879;6.2;30.0
